document ID,InterventionID,Authors,document PY,document title,framing_unit ['Interaction social comparison and reward'],framing_unit CO2,5. framing_unit Color,5. framing_unit colors,framing_unit Energy efficiency (R value),framing_unit health,framing_unit kWh,5. framing_unit None,framing_unit other environmental framing,framing_unit Reward ($),framing_unit savings $,framing_unit therms (heat),intervention base_data_collection,intervention co2_savings_calculated,interventionDuration,interventionFollowup,intervention medium,Awareness Campaign,Bills,co-investments1,Commitment strategies,Competition,Critical Peak Pricing,Dynamic Pricing,Gamification,Goal setting,Historical,Home audits,Home Energy Report,In home display,Moral suasion,Peak Load Pricing,peer comparison,Real-time Pricing,Rewards,tips,ToU,intervention timing,interventionTreatmentPeriod,Baseline Consumption,Opt_in,Randomisation method,coefficient,coefficient_sd,coefficient_sd_type,control_mean,control_sample_size,control_sd,control_type,controls Electricity use,controls Energy prices,controls Environmental attitudes,controls HH controls (demographics),controls None - base model,controls Residence controls,controls Seasonal controls,controls Weather controls,dependent_variable,diff_mean,effect_direction,geographic_location,geographic_scope,page,pooled_sd,significance_test,statistical_technique,study_design,test_statistic,total_sample_size,treated_mean,treated_sd,treatment_sample_size,MonetaryIncentives,Information,Feedback,SocialComparison,Motivation,inter_med_mail,inter_med_webportal,inter_med_homevisit,inter_med_inhomedisplay,inter_med_meter,inter_med_poster,inter_time_ondemand,inter_time_daily,inter_time_week,inter_time_month,inter_time_h1,inter_time_h2,inter_time_higher,city,state,country,r_coefficient,smd1,smd2,smd,zi,var_smd,vi,PercentChange,All
881111,250,"WINETT, RA; LECKLITER, IN; CHINN, DE; STAHL, B; LOVE, SQ",1985,EFFECTS OF TELEVISION MODELING ON RESIDENTIAL ENERGY-CONSERVATION,0,0,NA,NA,0,0,0,1,0,0,0,0,4,0,17,8,"[""['Mail; TV; Home Visit']""]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['None'],5,15062,1,Household level randomization,NA,NA,-999,-888,34,NA,actual control,0,0,0,0,0,0,0,1,Percent reduction in energy consumption,5.1,-1,"Roanoke, Virginia, USA",City,40,NA,F-test,ANOVA,Difference in Difference,1.35,97,NA,NA,63,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Roanoke, Virginia,United States,0.122692872,NA,0.247253825,0.247253825,0.123314148,0.045599907,0.101534617,1.35,1
808952,57,"Costa, DL; Kahn, ME",2013,"ENERGY CONSERVATION ""NUDGES"" AND ENVIRONMENTALIST IDEOLOGY: EVIDENCE FROM A RANDOMIZED RESIDENTIAL ELECTRICITY FIELD EXPERIMENT",0,0,NA,NA,0,0,1,NA,0,0,0,0,64,0,136,NA,['Mail'],0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,monthly or quarterly,72,10194,NA,Block level randomization with special cutoffs,0.021,0.003,clustered standard errors,NA,48058,NA,actual control,0,0,0,0,1,0,0,0,ln daily kwh consumption,NA,-1,"Western, United States",City,691,NA,t-test,Time & Household Fixed effects regression,Difference in Difference,7,81722,NA,NA,33664,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,NA,Western,United States,0.024479266,NA,NA,NA,0.024484157,NA,0.003498086,2.1,1
890529,60,"Iwafune, Y; Mori, Y; Kawai, T; Yagita, Y",2017,Energy-saving effect of automatic home energy report utilizing home energy management system data in Japan,0,0,NA,NA,0,0,1,NA,0,0,1,0,4,0,8,0,['Mail'],0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,monthly,4,6111,0,Household level randomization,0.011,0.007,robust standard error,NA,NA,NA,actual control,0,0,0,0,0,1,1,0,Ln monthly consumption,NA,1,Japan,-999,386,NA,t-test,Random effects regression,Difference in Difference,-1.57,1074,NA,NA,NA,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Japan,-0.047851958,NA,NA,NA,-0.047888533,NA,0.03051391,-1.1,1
890529,62,"Iwafune, Y; Mori, Y; Kawai, T; Yagita, Y",2017,Energy-saving effect of automatic home energy report utilizing home energy management system data in Japan,0,0,NA,NA,0,0,1,NA,0,0,1,0,4,0,8,0,['Mail'],0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,monthly,4,8851,0,Household level randomization,0.034,0.007,robust standard error,NA,NA,NA,actual control,0,0,0,0,0,1,1,0,Ln monthly consumption,NA,-1,Japan,-999,387,NA,t-test,Random effects regression,Difference in Difference,4.85,981,NA,NA,NA,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Japan,0.153024829,NA,NA,NA,0.154236338,NA,0.031927543,3.4,1
1771477,134,"Fijnheer, J.D.L.; van Oostendorp, H.; Veltkamp, R.C.",2019,Enhancing energy conservation by a household energy game,0,0,NA,NA,0,0,0,NA,0,0,0,0,3,0,6,0,['-888'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,3,NA,1,Household level randomization,NA,NA,-999,-12.2,5,18.5,actual control,0,0,0,0,1,0,0,0,Percent reduction in energy consumption,33.6,-1,Netherlands,-999,263,13.60330842,t-test,Difference of means,Difference in Difference,NA,11,21.4,7.7,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,Netherlands,0.777170018,2.469987371,NA,2.469987371,1.038184217,0.643977467,0.301511345,33.6,1
803896,171,"Mukai, T; Nishio, K; Komatsu, H; Uchida, T; Ishida, K",2016,Evaluating a behavioral demand response trial in Japan: evidence from the summer of 2013,0,0,NA,NA,0,0,1,NA,0,0,0,0,12,0,16,0,"['Mail', 'In-home display']",0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,On demand,4,NA,1,Household level,3.2,3.3,robust,NA,60,NA,actual control,0,0,0,0,0,0,0,1,Percent change in electricity consumption,NA,-1,"Funabashi, Greater Tokyo, Japan",Appartment building,919,NA,t-test,Random effects regression,Difference in Difference,0.96,224,NA,NA,60,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,Funabashi, Greater Tokyo,Japan,0.064011153,NA,NA,NA,0.064098796,NA,0.06681531,3.2,1
803896,172,"Mukai, T; Nishio, K; Komatsu, H; Uchida, T; Ishida, K",2016,Evaluating a behavioral demand response trial in Japan: evidence from the summer of 2013,0,0,NA,NA,0,0,1,NA,0,0,0,0,12,0,16,0,"['Mail', 'In-home display']",0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,On demand,4,NA,1,Household level,6.6,3.4,robust,NA,60,NA,actual control,0,0,0,0,0,0,0,1,Percent change in electricity consumption,NA,-1,"Funabashi, Greater Tokyo, Japan",Appartment building,919,NA,t-test,Random effects regression,Difference in Difference,1.94,224,NA,NA,55,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,Funabashi, Greater Tokyo,Japan,0.128546297,NA,NA,NA,0.12926144,NA,0.06681531,6.6,1
803896,173,"Mukai, T; Nishio, K; Komatsu, H; Uchida, T; Ishida, K",2016,Evaluating a behavioral demand response trial in Japan: evidence from the summer of 2013,0,0,NA,NA,0,0,1,NA,0,0,0,0,12,0,16,0,['In-home display'],0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,On demand,4,NA,1,Household level,2.1,3.4,robust,NA,60,NA,actual control,0,0,0,0,0,0,0,1,Percent change in electricity consumption,NA,-1,"Funabashi, Greater Tokyo, Japan",Appartment building,919,NA,t-test,Random effects regression,Difference in Difference,0.61,224,NA,NA,53,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Funabashi, Greater Tokyo,Japan,0.040723529,NA,NA,NA,0.040746064,NA,0.06681531,2.1,1
1901968,569,"Brown, MA; Macey, SM",1985,Evaluating the impact of two energy conservation programmes in a midwestern city,0,0,NA,NA,0,0,0,NA,0,0,0,0,52,0,104,0,['Home visit'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['One-time'],52,NA,1,block level,NA,NA,-999,NA,236,NA,Pre-test/post test,0,0,0,0,1,0,0,0,Change in BTU per ?,NA,-1,"Decatur,Illinois,USA",City,50,NA,t-test,Difference of means,Pre-test/post-test,2.35,319,NA,NA,56,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,NA,"Decatur,Illinois",United States,0.21677408,NA,0.444108256,0.444108256,0.220268627,0.022432157,0.055989251,NA,1
1770437,345,"Becker, LJ; Rabinowitz, VC; Seligman, C",1980,Evaluating the impact of utility company billing plans on residential energy consumption,0,0,NA,NA,0,0,0,NA,0,0,1,0,12,0,24,0,['Mail'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['One-time'],12,16696,1,not done,NA,NA,not provided,-2.14,254,17.95,constituted control,0,0,0,0,0,0,1,0,Avg daily electricity consumption (kWh),1.23,-1,"Washington, D.C., United States",City,162,18.137,F-test,Difference of means,Difference in Difference,2.69,475,-0.91,18.35,221,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,Washington, D.C.,United States,0.033889108,0.067817169,0.150872452,0.067817169,0.03390209,0.008466736,0.045883147,5.639075228,1
1770437,346,"Becker, LJ; Rabinowitz, VC; Seligman, C",1980,Evaluating the impact of utility company billing plans on residential energy consumption,0,0,NA,NA,0,0,1,NA,0,0,1,0,12,0,24,NA,['Mail'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['One-time'],12,14834,1,not done,NA,NA,not provided,-1.16,32,21.96,constituted control,0,0,0,0,0,0,1,0,Avg daily electricity consumption (kWh),2.04,-1,"Chicago, Illinois, United States",City,162,22.252,F-test,ANOVA,Difference in Difference,1.66,74,-3.2,22.47,42,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,Chicago, Illinois,United States,0.045790495,0.091677153,0.30232236,0.091677153,0.045822539,0.055116312,0.116247639,3.916677902,1
1769819,128,"Egel, K.",1987,Evaluation of an Alternative Home Energy Audit Program,0,0,NA,NA,0,0,0,NA,0,0,1,0,52,0,84,32,['Home visit'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,One-time,0,359,1,Stratified random sampling for selection of households,1.62,0.426,-999,NA,128,NA,actual control,0,0,0,1,0,1,1,1,Reduction in gas use therms per month,NA,-1,"Santa Monica, California, USA",City,124,NA,t-test,OLS regression,Control-treatment,3.8,494,NA,NA,366,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,Santa Monica, California,United States,0.168524769,NA,NA,NA,0.170147921,NA,0.044992127,5.415041783,1
3284599,385,"Summit Blue,",2007,Evaluation of the 2006 Energy-Smart Pricing Plan Final Report. Prepared for CNT Energy,0,0,NA,NA,0,0,0,NA,0,0,1,0,NA,0,52,NA,['Meter'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,['On demand'],NA,NA,1,not done,26.7,1.075,Robust Standard Errors,NA,NA,NA,Pre-test/post test,0,0,0,0,0,0,0,1,mean monthly electricity consumption,NA,-1,",Illinois, United States",State,9,NA,t-test,Time & Household Fixed effects regression,Control-treatment,1.960303,7563,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,Illinois,United States,0.02253543,NA,NA,NA,0.022539246,NA,0.011498811,3,1
3284599,386,"Summit Blue,",2007,Evaluation of the 2006 Energy-Smart Pricing Plan Final Report. Prepared for CNT Energy,0,0,NA,NA,0,0,0,NA,0,0,1,0,NA,0,192,NA,['Meter'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,['On demand'],NA,NA,1,not done,16.7,1.1517,Robust Standard Errors,NA,NA,NA,Pre-test/post test,0,0,0,0,0,0,0,1,mean monthly electricity consumption,NA,-1,",Illinois, United States",State,9,NA,t-test,Time & Household Fixed effects regression,Control-treatment,14.5,7563,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,Illinois,United States,0.164462423,NA,NA,NA,0.165969749,NA,0.011498811,1.876404494,1
804973,16,"Ayres, I; Raseman, S; Shih, A",2013,Evidence from Two Large Field Experiments that Peer Comparison Feedback Can Reduce Residential Energy Usage,0,0,NA,NA,0,0,1,NA,0,0,0,0,108,1,164,0,['Mail'],0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,monthly or quarterly,56,11597,2,Block level randomization,0.0215,NA,robust standard error,NA,49570,NA,actual control,0,0,0,1,0,1,0,1,Log Household Monthly Average kWh/day,NA,-1,"Sacramento, California, USA",Municipality,999,NA,t-test,OLS regression,Difference in Difference,3.29,84127,NA,NA,34557,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Sacramento, California,United States,0.011342277,NA,NA,NA,0.011342764,NA,0.003447722,2.15,1
804973,69,"Ayres, I; Raseman, S; Shih, A",2013,Evidence from Two Large Field Experiments that Peer Comparison Feedback Can Reduce Residential Energy Usage,0,0,NA,NA,0,0,1,NA,0,0,0,0,108,1,164,0,['Mail'],0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,monthly or quarterly,56,11597,2,Block level randomization,0.0199,NA,robust standard error,NA,49570,NA,actual control,0,0,0,0,1,0,0,0,Log Household Monthly Average kWh/day,NA,-1,"Sacramento, California, USA",Municipality,999,NA,t-test,OLS regression,Difference in Difference,1.64,84127,NA,NA,34557,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Sacramento, California,United States,0.005654174,NA,NA,NA,0.005654235,NA,0.003447722,1.99,1
804973,70,"Ayres, I; Raseman, S; Shih, A",2013,Evidence from Two Large Field Experiments that Peer Comparison Feedback Can Reduce Residential Energy Usage,0,0,NA,NA,0,0,1,NA,0,0,0,0,108,1,164,0,['Mail'],0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,monthly or quarterly,56,11597,2,Block level randomization,0.0202,NA,robust standard error,NA,49570,NA,actual control,0,0,0,0,0,0,0,1,Log Household Monthly Average kWh/day,NA,-1,"Sacramento, California, USA",Municipality,999,NA,t-test,Fixed effects regression,Difference in Difference,3.29,84127,NA,NA,34557,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Sacramento, California,United States,0.011342277,NA,NA,NA,0.011342764,NA,0.003447722,2.02,1
804973,71,"Ayres, I; Raseman, S; Shih, A",2013,Evidence from Two Large Field Experiments that Peer Comparison Feedback Can Reduce Residential Energy Usage,0,0,NA,NA,0,0,1,NA,0,0,0,0,104,1,164,0,['Mail'],0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,Quarterly,56,NA,2,Households using less energy,0.01472,NA,robust standard error,NA,NA,NA,actual control,0,0,0,0,1,0,0,0,Log Household Monthly Average kWh/day,NA,-1,United States,Sacramento Municipal Utility District,999,NA,t-test,Fixed effects regression,Difference in Difference,3.29,10000,NA,NA,NA,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,United States,0.032882209,NA,NA,NA,0.032894068,NA,0.01,1.472,1
804973,106,"Ayres, I; Raseman, S; Shih, A",2013,Evidence from Two Large Field Experiments that Peer Comparison Feedback Can Reduce Residential Energy Usage,0,0,NA,NA,0,0,1,NA,0,0,0,0,52,1,84,0,['Mail'],0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,monthly or quarterly,32,11052.9,2,Household level randomization,0.0123,NA,robust standard error,NA,44121,NA,actual control,0,0,0,0,1,0,0,0,ln daily kwh consumption,NA,-1,"King County, WA, USA",County,1008,NA,t-test,OLS regression,Difference in Difference,2.5763,79012,NA,NA,34891,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,King County, WA,United States,0.009164983,NA,NA,NA,0.00916524,NA,0.00355757,1.23,1
804973,107,"Ayres, I; Raseman, S; Shih, A",2013,Evidence from Two Large Field Experiments that Peer Comparison Feedback Can Reduce Residential Energy Usage,0,0,NA,NA,0,0,1,NA,0,0,0,0,52,1,84,NA,['Mail'],0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,monthly or quarterly,32,11052.9,2,Household level randomization,0.0123,NA,robust standard error,NA,44121,NA,actual control,1,0,0,1,1,1,0,1,ln daily kwh consumption,NA,-1,"King County, WA, USA",County,1008,NA,t-test,Time Fixed Effects,Difference in Difference,2.5763,79012,NA,NA,34891,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,King County, WA,United States,0.009164983,NA,NA,NA,0.00916524,NA,0.00355757,1.23,1
804973,108,"Ayres, I; Raseman, S; Shih, A",2013,Evidence from Two Large Field Experiments that Peer Comparison Feedback Can Reduce Residential Energy Usage,0,0,NA,NA,0,0,1,NA,0,0,0,0,52,1,84,NA,['Mail'],0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,monthly or quarterly,32,11052.9,2,Household level randomization,0.0122,NA,robust standard error,NA,44121,NA,actual control,0,0,0,0,1,0,0,0,ln daily kwh consumption,NA,-1,"King County, WA, USA",County,1008,NA,t-test,Time & Household Fixed effects regression,Difference in Difference,2.57,79012,NA,NA,34891,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,King County, WA,United States,0.009142573,NA,NA,NA,0.009142828,NA,0.00355757,1.22,1
804973,109,"Ayres, I; Raseman, S; Shih, A",2013,Evidence from Two Large Field Experiments that Peer Comparison Feedback Can Reduce Residential Energy Usage,0,0,NA,NA,0,0,0,NA,0,0,0,1,52,1,84,NA,['Mail'],0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,monthly or quarterly,32,912.5,2,Household level randomization,0.0125,NA,robust standard error,NA,44121,NA,actual control,0,0,0,0,1,0,0,0,ln daily therms (heat) consumption,NA,-1,"King County, WA, USA",County,1008,NA,t-test,OLS regression,Difference in Difference,2.5763,79012,NA,NA,34891,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,King County, WA,United States,0.009164983,NA,NA,NA,0.00916524,NA,0.00355757,1.25,1
804973,110,"Ayres, I; Raseman, S; Shih, A",2013,Evidence from Two Large Field Experiments that Peer Comparison Feedback Can Reduce Residential Energy Usage,0,0,NA,NA,0,0,0,NA,0,0,0,1,52,1,84,NA,['Mail'],0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,monthly or quarterly,32,912.5,2,Household level randomization,0.0121,NA,robust standard error,NA,44121,NA,actual control,1,0,0,1,1,1,0,1,ln daily therms (heat) consumption,NA,-1,"King County, WA, USA",County,1008,NA,t-test,Time Fixed Effects,Difference in Difference,2.5763,79012,NA,NA,34891,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,King County, WA,United States,0.009164983,NA,NA,NA,0.00916524,NA,0.00355757,1.21,1
804973,111,"Ayres, I; Raseman, S; Shih, A",2013,Evidence from Two Large Field Experiments that Peer Comparison Feedback Can Reduce Residential Energy Usage,0,0,NA,NA,0,0,0,NA,0,0,0,1,52,1,84,NA,['Mail'],0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,monthly or quarterly,32,912.5,2,Household level randomization,0.0121,NA,robust standard error,NA,44121,NA,actual control,0,0,0,0,1,0,0,0,ln daily therms (heat) consumption,NA,-1,"King County, WA, USA",County,1008,NA,t-test,Time & Household Fixed effects regression,Difference in Difference,2.57,79012,NA,NA,34891,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,King County, WA,United States,0.009142573,NA,NA,NA,0.009142828,NA,0.00355757,1.21,1
882969,200,"Wemyss, D.; Castri, R.; Cellina, F.; De Luca, V.; Lobsiger-Kägi, E.; Carabias, V.",2018,Examining community-level collaborative vs. competitive approaches to enhance household electricity-saving behavior,0,0,NA,NA,0,0,1,NA,0,0,0,0,12,0,24,0,['Web portal'],0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,['On demand'],12,NA,NA,None,NA,NA,-999,1.13,45,18.05,actual control,0,0,0,0,1,0,0,0,% change,9.86,-1,", , Switzerland",city,11,15.39617611,t-test,Difference of means,Difference in Difference,NA,91,-8.73,8.2,24,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,, ,Switzerland,0.304956605,0.640418759,NA,0.640418759,0.314975392,0.06686089,0.104828484,9.86,1
882969,201,"Wemyss, D.; Castri, R.; Cellina, F.; De Luca, V.; Lobsiger-Kägi, E.; Carabias, V.",2018,Examining community-level collaborative vs. competitive approaches to enhance household electricity-saving behavior,0,0,NA,NA,0,0,1,NA,0,0,0,0,12,0,24,0,['Web portal'],0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,['On demand'],12,NA,NA,None,NA,NA,-999,1.13,45,18.05,actual control,0,0,0,0,1,0,0,0,% change,9.2,-1,", , Switzerland",city,11,17.25579216,t-test,Difference of means,Difference in Difference,NA,91,-8.07,15.46,22,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,, ,Switzerland,0.257581902,0.533154312,NA,0.533154312,0.263516735,0.069798063,0.104828484,9.2,1
880858,56,"Geelen, D; Keyson, D; Boess, S; ...",2012,Exploring the use of a game to stimulate energy saving in households,0,0,NA,NA,0,0,1,NA,0,1,0,0,2,0,6,NA,['Meter'],0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,On demand,4,1204.3,NA,Not randomized,NA,NA,-888,3.275,16,1.18,Pre-test/post test,0,0,0,0,1,0,0,0,Daily Electricity Consumption,0.7,-1,Netherlands,City,112,1.31,t-test,Difference of means,Pre-test/post-test,NA,16,2.575,1.43,16,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,NA,NA,Netherlands,0.25812164,0.534351145,NA,0.534351145,0.264094916,0.129461424,0.25,21.3740458,1
881120,347,"SELIGMAN, C; DARLEY, JM",1977,FEEDBACK AS A MEANS OF DECREASING RESIDENTIAL ENERGY-CONSUMPTION,0,0,NA,NA,0,0,1,NA,0,0,0,0,5,0,8,NA,"['Home visit', 'Posters']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"[""['daily']""]",3,25083,1,household level,NA,NA,not provided,54.25,14,5.12,actual control,0,0,0,0,0,1,0,1,Avg daily electricity consumption (kWh),5.69,-1,",New Jersey, United States",State,366,6.731,F-test,ANOVA,Difference in Difference,4.81,29,48.56,7.94,15,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,,New Jersey,United States,0.38932301,0.845342445,0.815008034,0.845342445,0.411001852,0.150415994,0.185695338,NA,1
3725407,541,"Nishio, K.-I.; Mukai, T.; Komatsu, H.; Sasaki, M.; Odate, Y.; Maeki, W.",2020,Field experiment of smartphone-based energy efficiency services for households: Methodology and results of hourly electricity usage alert,0,0,NA,NA,0,0,1,NA,0,0,1,0,52,0,76,0,['smartphone app'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,['On demand'],24,8177,1,household level,1.3,NA,-999,NA,854,NA,actual control,1,0,0,0,0,1,1,1,% change,NA,-1,",Kanto region,Japan",State,5,NA,t-test,Probit,Difference in Difference,2.328551,1699,NA,NA,845,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,",Kanto region",Japan,0.056402346,NA,NA,NA,0.05646227,NA,0.024260699,1.3,1
3284608,384,"Tiefenbeck, V",2013,For better or for worse? Empirical evidence of moral licensing in a behavioral energy conservation campaign,0,0,NA,NA,0,0,0,NA,1,0,0,0,2,0,8,1,['Mail'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,['weekly'],6,5772,2,block level,0.056,0.0298,standard error,NA,77,NA,actual control,0,0,0,1,0,0,0,1,Percent reduction in energy consumption,NA,1,"Lynnfield, Massachusetts, United States",City,168,NA,t-test,OLS regression,Control-treatment,-1.88,154,NA,NA,77,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Lynnfield, Massachusetts,United States,-0.149785629,NA,NA,NA,-0.150921138,NA,0.080582296,NA,1
881094,203,"Harding, M; Hsiaw, A",2014,Goal setting and energy conservation,0,0,NA,NA,0,0,1,NA,0,0,0,0,48,0,120,72,['Web portal'],0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,['On demand'],0,NA,1,No,0.044,0.009,-999,NA,NA,NA,natural experiment,0,0,0,0,1,0,0,0,Ln monthly consumption,NA,-1,"Chicago, Illinois, USA",County,220,NA,t-test,Time & Household Fixed effects regression,Difference in Difference,4.888,2487,NA,NA,NA,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,Chicago, Illinois,United States,0.097547722,NA,NA,NA,0.097858908,NA,0.020052204,4.4,1
881094,204,"Harding, M; Hsiaw, A",2014,Goal setting and energy conservation,0,0,NA,NA,0,0,1,NA,0,0,0,0,48,0,140,72,['Web portal'],0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,['On demand'],0,NA,1,no,0.029,0.033,-999,NA,NA,NA,natural experiment,0,0,0,0,1,0,0,0,Ln monthly consumption,NA,-1,"Chicago, Illinois, USA",City,220,NA,t-test,Time & Household Fixed effects regression,Difference in Difference,0.8787,2487,NA,NA,NA,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,Chicago, Illinois,United States,0.017617137,NA,NA,NA,0.01761896,NA,0.020052204,2.9,1
881094,205,"Harding, M; Hsiaw, A",2014,Goal setting and energy conservation,0,0,NA,NA,0,0,1,NA,0,0,0,0,48,0,140,72,['Web portal'],0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,['On demand'],0,NA,1,no,0.044,0.037,-999,NA,NA,NA,natural experiment,0,0,0,0,1,0,0,0,Ln monthly consumption,NA,-1,"Chicago, Illinois, USA",City,220,NA,t-test,Time & Household Fixed effects regression,Difference in Difference,1.189,2487,NA,NA,NA,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,Chicago, Illinois,United States,0.023835297,NA,NA,NA,0.023839812,NA,0.020052204,4.4,1
881094,206,"Harding, M; Hsiaw, A",2014,Goal setting and energy conservation,0,0,NA,NA,0,0,1,NA,0,0,0,0,48,0,140,72,['Web portal'],0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,['On demand'],0,NA,1,no,0.031,0.023,-999,NA,NA,NA,natural experiment,0,0,0,0,1,0,0,0,Ln monthly consumption,NA,-1,"Chicago, Illinois, USA",City,220,NA,t-test,Time & Household Fixed effects regression,Difference in Difference,1.347,2487,NA,NA,NA,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,Chicago, Illinois,United States,0.027000471,NA,NA,NA,0.027007035,NA,0.020052204,3.1,1
3919154,592,"List, J.A.; Metcalfe, R.D.; Price, M.K.; Rundhammer, F.",2017,Harnessing Policy Complementarities to Conserve Energy: Evidence from a Natural Field Experiment,0,0,NA,NA,0,0,1,NA,0,0,1,0,52,0,164,0,['Mail'],0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,['monthly'],112,NA,1,household level,0.3158,0.0477,robust standard erros clustered at the household level,NA,17768,NA,actual control,1,0,0,0,0,0,1,0,Avg daily electricity consumption (kWh),NA,-1,",Northeast,USA",region,36,NA,t-test,OLS regression,Difference in Difference,6.620545073,195826,NA,NA,178058,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,NA,",Northeast",United States,0.014959255,NA,NA,NA,0.014960371,NA,0.002259773,1.3,1
