User,3. author email,Authors,document ID,document PY,document title,3. abstract,framing_unit ['Interaction social comparison and reward'],5. framing_unit -888,framing_unit CO2,5. framing_unit Color,5. framing_unit colors,framing_unit Energy efficiency (R value),framing_unit health,framing_unit kWh,5. framing_unit None,framing_unit other environmental framing,framing_unit Reward ($),framing_unit savings $,framing_unit therms (heat),intervention base_data_collection,intervention co2_savings_calculated,interventionDuration,interventionFollowup,intervention medium,Awareness Campaign,Bills,co-investments1,Commitment strategies,Competition,5. intervention subtype name consumption,Critical Peak Pricing,Dynamic Pricing,Gamification,Goal setting,Historical,Home audits,Home Energy Report,In home display,Moral suasion,Peak Load Pricing,peer comparison,Real-time Pricing,Rewards,tips,ToU,intervention timing,interventionTreatmentPeriod,Baseline Consumption,Opt_in,Randomisation method,exclusion reason,Notes: Coefficient,Notes: Difference of means,Notes: Doc level,Notes: General variables,Notes: Sample size,Notes: Significance,Notes: Study scope,Notes: Uncertainty,coefficient,coefficient_sd,coefficient_sd_type,control_mean,control_sample_size,control_sd,control_type,controls Electricity use,controls Energy prices,controls Environmental attitudes,controls HH controls (demographics),controls None - base model,controls Residence controls,controls Seasonal controls,controls Weather controls,dependent_variable,diff_mean,effect_direction,geographic_location,geographic_scope,number_of_observations,p_value,page,pooled_sd,significance_bound,significance_test,statistical_technique,study_design,test_statistic,effect test_tails,total_sample_size,treated_mean,treated_sd,treatment_sample_size,underlying_source,InterventionID,Rebound,multicoded,duplicates,MonetaryIncentives,Information,Feedback,SocialComparison,Motivation,inter_med_mail,inter_med_webportal,inter_med_homevisit,inter_med_inhomedisplay,inter_med_meter,inter_med_poster,inter_time_ondemand,inter_time_daily,inter_time_week,inter_time_month,inter_time_h1,inter_time_h2,inter_time_higher,city,state,country,r_coefficient,smd1,smd2,smd,zi,var_smd,vi,PercentChange,All,ElectricityUse,ElectricityPrice,EnvironmentAttitudes,HouseholdType,ResidenceType,Season,Weather,Region,StatsMethod,StudyDesign,Control,BaselineConsumption,InterventionDuration,Randomisation,OptedIn,After2000,StudyYear,Followup,Structural
khat,"Geelen, D.; Delft University of Technology, Faculty of Industrial Design Engineering, Landbergstraat 15, 2628 CE Delft, Netherlands; email: d.v.geelen@tudelft.nl","Geelen, D; Keyson, D; Boess, S; ...",880858,2012,Exploring the use of a game to stimulate energy saving in households,"… As the reviews by Abrahamse et al … The questionnaire results do not provide a clear answer to whether the feedback over time on the 'dashboard' was … regulates itself.” Respondent 1 and one of his housemates, wanted to involve a less energy conscious household member to …",0,NA,0,NA,NA,0,0,1,NA,0,1,0,0,2,0,6,NA,['Meter'],0,0,0,0,0,NA,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,On demand,4,1204.3,NA,Not randomized,NA,NA,NA,"It´s qualitative study; Although paper reports a decrease of 24% no statistical information is provided.; Participating Households are incentivized to save energy by playing a game. However, no consumption of control Households has been measured.",NA,NA,NA,NA,NA,NA,NA,-888,3.275,16,1.18,Pre-test/post test,0,0,0,0,1,0,0,0,Daily Electricity Consumption,0.7,-1,Netherlands,City,NA,NA,112,1.31,1,t-test,Difference of means,Pre-test/post-test,NA,1,16,2.575,1.43,16,-999,56,0,multi,,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,NA,NA,Netherlands,0.25812164,0.534351145,NA,0.534351145,0.264094916,0.129461424,0.076923077,21.3740458,1,0,0,0,0,0,0,0,Europe excl. UK,MeansDifferences,PrePost,1,1204.3,6,No,No,After,2012,0,
khat,NA,"Becker, LJ",880862,1978,Joint effect of feedback and goal setting on performance: A field study of residential energy conservation.,… Families were called at random from a list of 317 identical three-bedroom townhouses in one quadrant of the town and were asked to participate in a study of residential energy consumption … The average daily consumption of each household in the feedback groups for the …,0,NA,0,NA,NA,0,0,1,NA,0,0,0,0,9,0,12,0,['Home visit'],0,0,0,0,0,NA,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,On demand,3,14162,1,Household level randomization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-888,39.9,20,4.3,actual control,0,0,0,0,1,0,0,0,Avg daily electricity consumption (kWh),5.2,-1,"New Jersey, USA",District,NA,NA,431,6.61,1,t-test,Difference of means,Difference in Difference,NA,1,100,34.7,8.3,20,actual,125,0,single,,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,NA,New Jersey,United States,0.366044364,0.786686838,NA,0.786686838,0.383847769,0.107735952,0.010309278,13.03258145,1,0,0,0,0,0,0,0,United States,MeansDifferences,DID,1,14162,12,Yes,Yes,Before,1978,0,
khat,NA,"Becker, LJ",880862,1978,Joint effect of feedback and goal setting on performance: A field study of residential energy conservation.,… Families were called at random from a list of 317 identical three-bedroom townhouses in one quadrant of the town and were asked to participate in a study of residential energy consumption … The average daily consumption of each household in the feedback groups for the …,0,NA,0,NA,NA,0,0,1,NA,0,0,0,0,9,0,12,0,['Home visit'],0,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,weekly,3,14162,1,Household level randomization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-888,39.9,20,4.3,actual control,0,0,0,0,1,0,0,0,Avg daily electricity consumption (kWh),0.5,-1,"New Jersey, USA",District,NA,NA,431,4.2,1,t-test,Difference of means,Difference in Difference,NA,1,100,39.4,4.1,20,actual,126,0,single,,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,NA,New Jersey,United States,0.05941864,0.119047619,NA,0.119047619,0.059488716,0.100177154,0.010309278,1.253132832,1,0,0,0,0,0,0,0,United States,MeansDifferences,DID,1,14162,12,Yes,Yes,Before,1978,0,
khat,NA,"Kantola, S.J.; Syme, G.J.; Campbell, N.A.",880869,1984,Cognitive dissonance and energy conservation,"Examined whether high consumers of electricity placed in a cognitively dissonant situation would conserve electricity over a 4-wk period. 272 households in Perth, Western Australia, owning ducted air conditioning and consuming above-average amounts of electricity were included in the study. Four experimental groups were compared. The 4 groups were as follows: (a) the dissonance plus tips plus feedback group, who were informed of an inconsistency between their previously measured attitudes toward conservation and actual high consumption of electricity; (b) the feedback plus tips group, who were notified that they were high consumers of electricity; (c) the tips-only group, who were sent information on ways to conserve electricity (also sent to Groups 1 and 2); and (d) the control group, who were sent a thank-you letter for participating in the study. It was found, in keeping with bolstering behavior predictions of cognitive dissonance theory, that the dissonance group conserved more electricity than all other groups in the 1st 2-wk measurement period. For the 2nd 2-wk measurement period, the dissonance group differed only from the control group. Self-reported behavior change and number of requests for additional conservation materials were not reliable indicators of actual conservation behavior. (14 ref) (PsycINFO Database Record (c) 2006 APA, all rights reserved).",0,NA,0,NA,NA,0,0,1,NA,0,0,0,0,2,0,6,2,['Home visit'],0,0,0,0,0,NA,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,['One-time'],2,729,1,Household level,NA,NA,"
Dissonance	256	383	127	-8	-6%
Feedback	289	416	127	-8	-6%
Tips	285	382	97	-38	-28%
Control	297	432	135",NA,NA,NA,NA,NA,NA,NA,NA,-999,729,25,NA,actual control,1,0,0,0,0,0,0,0,Household energy consumption during the experiment,89,-1,"Perth, Australia",City,NA,NA,420,29,1,t-test,Difference of means,Control-treatment,NA,1,118,640,NA,31,-999,209,0,single,,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,NA,Perth,Australia,0.837797818,3.068965517,NA,3.068965517,1.213739851,0.156352255,0.008695652,NA,1,1,0,0,0,0,0,0,Others,MeansDifferences,Control-treatment,1,729,6,Yes,Yes,Before,1984,1,
khat,NA,"Kantola, S.J.; Syme, G.J.; Campbell, N.A.",880869,1984,Cognitive dissonance and energy conservation,"Examined whether high consumers of electricity placed in a cognitively dissonant situation would conserve electricity over a 4-wk period. 272 households in Perth, Western Australia, owning ducted air conditioning and consuming above-average amounts of electricity were included in the study. Four experimental groups were compared. The 4 groups were as follows: (a) the dissonance plus tips plus feedback group, who were informed of an inconsistency between their previously measured attitudes toward conservation and actual high consumption of electricity; (b) the feedback plus tips group, who were notified that they were high consumers of electricity; (c) the tips-only group, who were sent information on ways to conserve electricity (also sent to Groups 1 and 2); and (d) the control group, who were sent a thank-you letter for participating in the study. It was found, in keeping with bolstering behavior predictions of cognitive dissonance theory, that the dissonance group conserved more electricity than all other groups in the 1st 2-wk measurement period. For the 2nd 2-wk measurement period, the dissonance group differed only from the control group. Self-reported behavior change and number of requests for additional conservation materials were not reliable indicators of actual conservation behavior. (14 ref) (PsycINFO Database Record (c) 2006 APA, all rights reserved).",0,NA,0,NA,NA,0,0,1,NA,0,0,0,0,2,0,6,2,['Home visit'],0,0,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,['One-time'],2,729,1,Household level,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-999,729,25,NA,actual control,1,0,0,0,0,0,0,0,Household energy consumption during the experiment,25,-1,"Perth, Australia",City,NA,NA,420,29,1,t-test,Difference of means,Control-treatment,NA,1,118,705,NA,32,-999,268,0,single,,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,NA,Perth,Australia,0.395829348,0.862068966,NA,0.862068966,0.418693668,0.077768973,0.008695652,NA,1,1,0,0,0,0,0,0,Others,MeansDifferences,Control-treatment,1,729,6,Yes,Yes,Before,1984,1,
khat,NA,"Kantola, S.J.; Syme, G.J.; Campbell, N.A.",880869,1984,Cognitive dissonance and energy conservation,"Examined whether high consumers of electricity placed in a cognitively dissonant situation would conserve electricity over a 4-wk period. 272 households in Perth, Western Australia, owning ducted air conditioning and consuming above-average amounts of electricity were included in the study. Four experimental groups were compared. The 4 groups were as follows: (a) the dissonance plus tips plus feedback group, who were informed of an inconsistency between their previously measured attitudes toward conservation and actual high consumption of electricity; (b) the feedback plus tips group, who were notified that they were high consumers of electricity; (c) the tips-only group, who were sent information on ways to conserve electricity (also sent to Groups 1 and 2); and (d) the control group, who were sent a thank-you letter for participating in the study. It was found, in keeping with bolstering behavior predictions of cognitive dissonance theory, that the dissonance group conserved more electricity than all other groups in the 1st 2-wk measurement period. For the 2nd 2-wk measurement period, the dissonance group differed only from the control group. Self-reported behavior change and number of requests for additional conservation materials were not reliable indicators of actual conservation behavior. (14 ref) (PsycINFO Database Record (c) 2006 APA, all rights reserved).",0,NA,0,NA,NA,0,0,1,NA,0,0,0,0,2,0,6,2,['Home visit'],0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['One-time'],2,729,1,Household level,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-999,729,25,NA,actual control,1,0,0,0,0,0,0,0,Household energy consumption during the experiment,62,-1,"Perth, Australia",City,NA,NA,420,29,1,t-test,Difference of means,Control-treatment,NA,1,118,667,NA,30,-999,269,0,single,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,NA,Perth,Australia,0.730271414,2.137931034,NA,2.137931034,0.929308672,0.114885598,0.008695652,NA,1,1,0,0,0,0,0,0,Others,MeansDifferences,Control-treatment,1,729,6,Yes,Yes,Before,1984,1,
laura.klockenbusch@wiwi.uni-muenster.de,NA,"McClelland, Lou; Belsten, Laura",880872,1979,"PROMOTING ENERGY CONSERVATION IN UNIVERSITY DORMITORIES BY PHYSICAL, POLICY AND RESIDENT BEHAVIOR CHANGES.","Two successive energy conservation programs were implemented in four University of Colorado dormitories. Program I included persuasive communications, information, feedback, and group meetings. Program II included, in addition, a monetary incentive for conservation. The first program reduced electricity consumption to 84 percent of baseline; the second, to 90 percent of the revised (i. e. , lowered) baseline. Consumption did not rise to baseline levels following either program. Interviews with dormitory students and staff suggest that both everyday resident actions (e. g. , turning off lights) and physical-policy changes (light bulb removal, closure of unused rooms) were important in reducing consumption. Reasons for the behavioral and physical-policy changes and implications for conservation programs and conservation research are discussed.",0,NA,0,NA,NA,0,0,1,NA,0,1,0,0,14,0,28,8,"['Mail', 'Posters']",0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['bi-weekly', 'weekly']",6,1401,0,not done,NA,NA,NA,Batch 2,NA,NA,NA,NA,NA,NA,NA,not provided,3.84,0,NA,actual control,0,0,0,0,0,0,0,1,Avg daily electricity consumption (kWh),0.895,-1,"Colorado Springs, Colorado, United States",Dormitories,NA,0.001,34,NA,1,F-test,Difference of means,Pre-test/post-test,38.78,1,1000,3.44,NA,1000,-999,327,0,single,duplicates,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,Colorado Springs, Colorado,United States,0.137917292,NA,0.27849596,0.27849596,0.138801859,0.00201939,0.001003009,10.41666667,1,0,0,0,0,0,0,1,United States,MeansDifferences,PrePost,0,1401,28,No,No,Before,1979,1,
laura.klockenbusch@wiwi.uni-muenster.de,NA,"McClelland, Lou; Belsten, Laura",880872,1979,"PROMOTING ENERGY CONSERVATION IN UNIVERSITY DORMITORIES BY PHYSICAL, POLICY AND RESIDENT BEHAVIOR CHANGES.","Two successive energy conservation programs were implemented in four University of Colorado dormitories. Program I included persuasive communications, information, feedback, and group meetings. Program II included, in addition, a monetary incentive for conservation. The first program reduced electricity consumption to 84 percent of baseline; the second, to 90 percent of the revised (i. e. , lowered) baseline. Consumption did not rise to baseline levels following either program. Interviews with dormitory students and staff suggest that both everyday resident actions (e. g. , turning off lights) and physical-policy changes (light bulb removal, closure of unused rooms) were important in reducing consumption. Reasons for the behavioral and physical-policy changes and implications for conservation programs and conservation research are discussed.",0,NA,0,NA,NA,0,0,1,NA,0,0,0,0,14,0,26,2,"['Mail', 'Posters']",0,0,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,['monthly'],10,1668,0,not done,NA,NA,NA,Batch 2,NA,NA,NA,NA,NA,NA,NA,not provided,4.57,0,NA,actual control,0,0,0,0,0,0,0,1,Avg daily electricity consumption (kWh),0.72,-1,"Colorado Springs, Colorado, United States",Dormitories,NA,0.001,34,NA,1,F-test,Difference of means,Pre-test/post-test,384.43,1,1000,3.85,NA,1000,-999,485,0,single,duplicates,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,Colorado Springs, Colorado,United States,0.401528473,NA,0.876846623,0.876846623,0.425469868,0.002192215,0.001003009,15.75492341,1,0,0,0,0,0,0,1,United States,MeansDifferences,PrePost,0,1668,26,No,No,Before,1979,1,
laura.klockenbusch@wiwi.uni-muenster.de,NA,"McClelland, Lou; Belsten, Laura",880872,1979,"PROMOTING ENERGY CONSERVATION IN UNIVERSITY DORMITORIES BY PHYSICAL, POLICY AND RESIDENT BEHAVIOR CHANGES.","Two successive energy conservation programs were implemented in four University of Colorado dormitories. Program I included persuasive communications, information, feedback, and group meetings. Program II included, in addition, a monetary incentive for conservation. The first program reduced electricity consumption to 84 percent of baseline; the second, to 90 percent of the revised (i. e. , lowered) baseline. Consumption did not rise to baseline levels following either program. Interviews with dormitory students and staff suggest that both everyday resident actions (e. g. , turning off lights) and physical-policy changes (light bulb removal, closure of unused rooms) were important in reducing consumption. Reasons for the behavioral and physical-policy changes and implications for conservation programs and conservation research are discussed.",0,NA,0,NA,NA,0,0,1,NA,0,0,0,0,14,0,26,2,"['Mail', 'Posters']",0,0,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,['monthly'],10,1529,0,not done,NA,NA,NA,Batch 2,NA,NA,NA,NA,NA,NA,NA,not provided,4.19,0,NA,actual control,0,0,0,0,0,0,0,1,Avg daily electricity consumption (kWh),0.51,-1,"Colorado Springs, Colorado, United States",Dormitories,NA,0.001,34,NA,1,F-test,Difference of means,Pre-test/post-test,74.08,1,1000,3.68,NA,1000,-999,486,0,single,duplicates,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,Colorado Springs, Colorado,United States,0.188989526,NA,0.384915575,0.384915575,0.191289059,0.00203704,0.001003009,12.17183771,1,0,0,0,0,0,0,1,United States,MeansDifferences,PrePost,0,1529,26,No,No,Before,1979,1,
laura.klockenbusch@wiwi.uni-muenster.de,NA,"Staats, H.; Harland, P.; Wilke, H.A.M.",880877,2004,Effecting durable change: A team approach to improve environmental behavior in the household,"Interventions for voluntary proenvironmental behavior change usually target a limited number of behaviors and have difficulties in achieving durable change. The EcoTeam Program (ETP) is an intervention package that aims to overcome these flaws. Through a combination of information, feedback, and social interaction in a group-the EcoTeam-participants focus on the environmental consequences of their household behavior. The 3-year longitudinal study found that ETP participants (N = 150) changed half of the 38 household behaviors examined, with corresponding reductions on four physical measures of resource use. These improvements were maintained or enlarged 2 years after completion of the ETP, amounting to savings from 7% on water consumption to 32% on solid waste deposition. A detailed analysis of one behavior, means of transportation, suggests that change can be predicted from the interplay between behavioral intention and habitual performance before participation, and the degree of social influence experienced in the EcoTeam during participation. © 2004 Sage Publications.",0,NA,0,NA,NA,0,0,1,NA,1,0,0,0,2,0,92,2,"['Mail', 'Home visit']",1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['-888'],2,NA,1,not done,NA,NA,NA,"There is no classical control as less information is collected fpr the control group.
I'm not really sure if this is an experiment or not.",NA,NA,NA,NA,NA,NA,NA,not provided,27.2,150,15.4,Pre-test/post test,0,0,0,0,1,0,0,0,Weekly Electricity Consumption,1.3,-1,Netherlands,Country,300,NA,357,15.5,1,t-test,Difference of means,Pre-test/post-test,NA,2,300,25.9,15.6,150,-999,427,0,single,duplicates,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,Netherlands,0.041898659,0.083870968,NA,0.083870968,0.041923202,0.013345057,0.003367003,4.779411765,1,0,0,0,0,0,0,0,Europe excl. UK,MeansDifferences,PrePost,1,NA,92,No,Yes,After,2004,1,
laura.klockenbusch@wiwi.uni-muenster.de,NA,"Staats, H.; Harland, P.; Wilke, H.A.M.",880877,2004,Effecting durable change: A team approach to improve environmental behavior in the household,"Interventions for voluntary proenvironmental behavior change usually target a limited number of behaviors and have difficulties in achieving durable change. The EcoTeam Program (ETP) is an intervention package that aims to overcome these flaws. Through a combination of information, feedback, and social interaction in a group-the EcoTeam-participants focus on the environmental consequences of their household behavior. The 3-year longitudinal study found that ETP participants (N = 150) changed half of the 38 household behaviors examined, with corresponding reductions on four physical measures of resource use. These improvements were maintained or enlarged 2 years after completion of the ETP, amounting to savings from 7% on water consumption to 32% on solid waste deposition. A detailed analysis of one behavior, means of transportation, suggests that change can be predicted from the interplay between behavioral intention and habitual performance before participation, and the degree of social influence experienced in the EcoTeam during participation. © 2004 Sage Publications.",0,NA,0,NA,NA,0,0,1,NA,1,0,0,0,2,0,92,3,"['Mail', 'Home visit']",1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['monthly'],3,NA,1,not done,NA,NA,NA,"There is no classical control as less information is collected fpr the control group.
I'm not really sure if this is an experiment or not.",NA,NA,NA,NA,NA,NA,NA,not provided,27.2,150,15.4,Pre-test/post test,0,0,0,0,0,1,0,0,Weekly Electricity Consumption,2.1,-1,Netherlands,Country,300,NA,357,14.86,1,t-test,Difference of means,Pre-test/post-test,NA,2,300,25.1,14.3,150,-999,507,1,single,duplicates,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,NA,NA,Netherlands,0.070483753,0.141318977,NA,0.141318977,0.070600823,0.013366618,0.003367003,7.720588235,1,0,0,0,0,1,0,0,Europe excl. UK,MeansDifferences,PrePost,1,NA,92,No,Yes,After,2004,1,
laura.klockenbusch@wiwi.uni-muenster.de,NA,"Staats, H.; Harland, P.; Wilke, H.A.M.",880877,2004,Effecting durable change: A team approach to improve environmental behavior in the household,"Interventions for voluntary proenvironmental behavior change usually target a limited number of behaviors and have difficulties in achieving durable change. The EcoTeam Program (ETP) is an intervention package that aims to overcome these flaws. Through a combination of information, feedback, and social interaction in a group-the EcoTeam-participants focus on the environmental consequences of their household behavior. The 3-year longitudinal study found that ETP participants (N = 150) changed half of the 38 household behaviors examined, with corresponding reductions on four physical measures of resource use. These improvements were maintained or enlarged 2 years after completion of the ETP, amounting to savings from 7% on water consumption to 32% on solid waste deposition. A detailed analysis of one behavior, means of transportation, suggests that change can be predicted from the interplay between behavioral intention and habitual performance before participation, and the degree of social influence experienced in the EcoTeam during participation. © 2004 Sage Publications.",0,NA,0,NA,NA,0,0,0,NA,1,0,0,0,2,0,92,2,"['Mail', 'Home visit']",1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['None'],2,NA,1,not done,NA,NA,NA,"There is no classical control as less information is collected fpr the control group.
I'm not really sure if this is an experiment or not.",NA,NA,NA,NA,NA,NA,NA,not provided,0.299,150,0.21,Pre-test/post test,0,0,0,0,1,0,0,0,Gas consumption per degree day,0.62,-1,Netherlands,Country,300,NA,357,0.195,1,t-test,Difference of means,Pre-test/post-test,NA,2,300,0.237,0.18,150,-999,508,0,single,duplicates,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,Netherlands,0.846460753,3.179487179,NA,3.179487179,1.243534882,0.030181898,0.003367003,20.73578595,1,0,0,0,0,0,0,0,Europe excl. UK,MeansDifferences,PrePost,1,NA,92,No,Yes,After,2004,1,
laura.klockenbusch@wiwi.uni-muenster.de,NA,"Staats, H.; Harland, P.; Wilke, H.A.M.",880877,2004,Effecting durable change: A team approach to improve environmental behavior in the household,"Interventions for voluntary proenvironmental behavior change usually target a limited number of behaviors and have difficulties in achieving durable change. The EcoTeam Program (ETP) is an intervention package that aims to overcome these flaws. Through a combination of information, feedback, and social interaction in a group-the EcoTeam-participants focus on the environmental consequences of their household behavior. The 3-year longitudinal study found that ETP participants (N = 150) changed half of the 38 household behaviors examined, with corresponding reductions on four physical measures of resource use. These improvements were maintained or enlarged 2 years after completion of the ETP, amounting to savings from 7% on water consumption to 32% on solid waste deposition. A detailed analysis of one behavior, means of transportation, suggests that change can be predicted from the interplay between behavioral intention and habitual performance before participation, and the degree of social influence experienced in the EcoTeam during participation. © 2004 Sage Publications.",0,NA,0,NA,NA,0,0,0,NA,1,0,0,0,2,0,92,2,"['Mail', 'Home visit']",1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['None'],2,NA,1,not done,NA,NA,NA,"There is no classical control as less information is collected fpr the control group.
I'm not really sure if this is an experiment or not.",NA,NA,NA,NA,NA,NA,NA,not provided,0.299,150,0.21,Pre-test/post test,0,0,0,0,1,0,0,0,Annual HH electricity consumption,0.51,-1,Netherlands,Country,300,NA,357,0.195,1,t-test,Difference of means,Pre-test/post-test,NA,2,300,0.248,0.18,150,-999,509,0,single,duplicates,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,Netherlands,0.794357833,2.615384615,NA,2.615384615,1.083132439,0.024733728,0.003367003,17.05685619,1,0,0,0,0,0,0,0,Europe excl. UK,MeansDifferences,PrePost,1,NA,92,No,Yes,After,2004,1,
laura.klockenbusch@wiwi.uni-muenster.de,NA,"Brandon, G; Lewis, A",881091,1999,Reducing household energy consumption: A qualitative and quantitative field study,"One hundred and twenty households in Bath, U.K. had their energy consumption monitored over a 9-month period and compared (weather-corrected) to the previous year's consumption. Participants (with the exception of the control group) received feedback in various forms, i.e. consumption compared to previous consumption or to similar others; energy saving tips in leaflets or on a computer; or feedback relating to financial or environmental costs. Respondents were interviewed after the start of the study to establish their income, socio-demographic status, environmental attitudes and the extent to which they already engaged in conserving activities. Participants also took part in focus groups after the final meter readings were taken. Overall the results indicated that income and demographic features predicted historic energy consumption but not changes in consumption during the field study, where environmental attitudes and feedback were influential. Of all the feedback groups, the installation of computers helped reduce consumption most markedly. Furthermore, people with positive environmental attitudes, but who had not previously been engaged in many conservation actions, were more likely to change their consumption subsequent to the feedback period. Recommendations are made both for energy conservation policy and future research. (C) 1999 Academic Press.",0,NA,0,NA,NA,0,0,1,NA,1,0,1,0,4,0,40,0,['Mail'],1,0,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,['monthly'],36,NA,1,household level,NA,NA,NA,Batch 2,NA,NA,NA,NA,NA,8.07,4.86,standard error,NA,NA,NA,actual control,1,0,1,0,0,1,0,1,Percent reduction in energy consumption,NA,-1,"Bath, Somerset, United Kingdom",City,120,0.0997,82,NA,1,t-test,OLS regression,Pre-test/post-test,1.66,2,120,NA,NA,NA,-999,364,0,single,,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Bath, Somerset,United Kingdom,0.149826085,NA,NA,NA,0.150962523,NA,0.008547009,8.07,1,1,0,1,0,1,0,1,United Kingdom,OLS,PrePost,0,NA,40,Yes,Yes,Before,1999,0,
khat,mch@stanford.edu,"Harding, M; Hsiaw, A",881094,2014,Goal setting and energy conservation,"This paper develops a theoretical model of consumer demand for an energy conservation program that involves non-binding, self-set goals. We present evidence from a Northern Illinois goal-setting program, aimed at reducing residential electricity consumption, which is difficult to reconcile with standard preferences and is broadly consistent with a model of present-biased consumers with reference-dependent preferences. We find that the need for commitment is correlated with program adoption, higher pre-adoption consumption, and lower responsiveness to goals. Consumers choosing realistic goals persistently save substantially more, achieving savings of nearly 11%, than those choosing very low or unrealistically high goals. (C) 2014 Elsevier B.V. All rights reserved.",0,NA,0,NA,NA,0,0,1,NA,0,0,0,0,48,0,120,72,['Web portal'],0,0,0,0,0,NA,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,['On demand'],0,NA,1,No,NA,NA,NA,How to record goal setting when there are different goals for different households? Not enough statistical information give.,NA,NA,NA,NA,NA,0.044,0.009,-999,NA,NA,NA,natural experiment,0,0,0,0,1,0,0,0,Ln monthly consumption,NA,-1,"Chicago, Illinois, USA",County,NA,NA,220,NA,3,t-test,Time & Household Fixed effects regression,Difference in Difference,4.888,2,2487,NA,NA,NA,-999,203,0,single,,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,Chicago, Illinois,United States,0.097547722,NA,NA,NA,0.097858908,NA,4.03E-04,4.4,1,0,0,0,0,0,0,0,United States,PanelEffects,DID,0,NA,120,No,Yes,After,2014,1,
khat,mch@stanford.edu,"Harding, M; Hsiaw, A",881094,2014,Goal setting and energy conservation,"This paper develops a theoretical model of consumer demand for an energy conservation program that involves non-binding, self-set goals. We present evidence from a Northern Illinois goal-setting program, aimed at reducing residential electricity consumption, which is difficult to reconcile with standard preferences and is broadly consistent with a model of present-biased consumers with reference-dependent preferences. We find that the need for commitment is correlated with program adoption, higher pre-adoption consumption, and lower responsiveness to goals. Consumers choosing realistic goals persistently save substantially more, achieving savings of nearly 11%, than those choosing very low or unrealistically high goals. (C) 2014 Elsevier B.V. All rights reserved.",0,NA,0,NA,NA,0,0,1,NA,0,0,0,0,48,0,140,72,['Web portal'],0,0,0,0,0,NA,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,['On demand'],0,NA,1,no,NA,NA,NA,How to record goal setting when there are different goals for different households? Not enough statistical information give.,NA,NA,NA,NA,NA,0.029,0.033,-999,NA,NA,NA,natural experiment,0,0,0,0,1,0,0,0,Ln monthly consumption,NA,-1,"Chicago, Illinois, USA",City,NA,NA,220,NA,3,t-test,Time & Household Fixed effects regression,Difference in Difference,0.8787,2,2487,NA,NA,NA,-999,204,0,single,,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,Chicago, Illinois,United States,0.017617137,NA,NA,NA,0.01761896,NA,4.03E-04,2.9,1,0,0,0,0,0,0,0,United States,PanelEffects,DID,0,NA,140,No,Yes,After,2014,1,
